rank,db,smiles,canon,component,n_atoms,est_cost_h,is_validation
1764,OMG,*NCCNC(=O)NNC(=O)c1c(Cl)c(Cl)c(C(*)=O)c(Cl)c1Cl,CNCCNC(=O)NNC(=O)c1c(Cl)c(Cl)c(C(C)=O)c(Cl)c1Cl,coverage,38.0,1.0340483823546922,False
1765,OMG,*OC(CCl)C(CSCCCC)OC(=O)C(CC(*)=O)NCC,CCCCSCC(OC(=O)C(CC(C)=O)NCC)C(CCl)OC,random,53.0,2.5306091492877196,True
1766,OMG,*Oc1ccccc1P(=O)(OCC)c1ccccc1OC(=O)CC(CC(*)=O)C1CCOCC1,CCOP(=O)(c1ccccc1OC)c1ccccc1OC(=O)CC(CC(C)=O)C1CCOCC1,random,67.0,4.754055023099274,True
1767,OMG,*Oc1cccc(OC(=O)c2ccccc2NC(=O)Cc2ccccc2C(*)=O)c1C(C)=O,COc1cccc(OC(=O)c2ccccc2NC(=O)Cc2ccccc2C(C)=O)c1C(C)=O,coverage,56.0,2.934599081644776,False
1768,PI1M,CCc1ccc(CSC(=O)CCCCCCCCCCC(=O)OC)cc1,CCc1ccc(CSC(=O)CCCCCCCCCCC(=O)OC)cc1,coverage,60.0,3.533050524994261,False
1769,OMG,*OCC(C)(C)OC(=O)C1CCC1C(*)=O,COCC(C)(C)OC(=O)C1CCC1C(C)=O,coverage,36.0,0.8940806826961882,False
1770,PI1M,CCc1cccc(CNC(=O)CCCCCCCCCCCCC(=O)NC)c1,CCc1cccc(CNC(=O)CCCCCCCCCCCCC(=O)NC)c1,coverage,68.0,4.947342301951497,False
1771,omics,*C(*)(c1ccccc1)c1ccc(C(=O)OCCC)cc1,CCCOC(=O)c1ccc(C(C)(C)c2ccccc2)cc1,coverage,43.0,1.4419597242422257,False
1772,OMG,*Oc1cc(CC(=O)OC)cc(OC(=O)c2cc(C(*)=O)ccc2N)c1Br,COC(=O)Cc1cc(OC)c(Br)c(OC(=O)c2cc(C(C)=O)ccc2N)c1,random,45.0,1.629538578803666,True
1773,PI1M,COc1ccc(OC(=O)c2ccc(C(=O)OCc3ccc(C)cc3)cc2)cc1,COc1ccc(OC(=O)c2ccc(C(=O)OCc3ccc(C)cc3)cc2)cc1,coverage,48.0,1.9384826272146733,False
1774,PI1M,COC(=O)Cc1ccc(C(C)(C)c2ccc(C(C)=O)cc2)cc1,COC(=O)Cc1ccc(C(C)(C)c2ccc(C(C)=O)cc2)cc1,coverage,45.0,1.629538578803666,False
1775,PI1M,COP(=O)(Oc1ccccc1)P(C)(=O)C#N,COP(=O)(Oc1ccccc1)P(C)(=O)C#N,feature,27.0,0.41237422298650106,False
1776,OMG,*Nc1cc(C)c(NC(=O)CONC(=O)C(*)=O)cc1C,CNc1cc(C)c(NC(=O)CONC(=O)C(C)=O)cc1C,coverage,40.0,1.187037287474881,False
1777,PI1M,C/C=C/c1ccc(C(=O)c2ccc(-n3nc(C)o3)s2)s1,C/C=C/c1ccc(C(=O)c2ccc(-n3nc(C)o3)s2)s1,feature,32.0,0.6512930237899227,False
1778,PI1M,CO[Si](C)(Br)CCC(C)C,CO[Si](C)(Br)CCC(C)C,dopt,27.0,0.41237422298650106,False
1779,OMG,*Oc1nc(C(C)(C)C)nc(OC(=O)C(CCC(*)=O)NC=N)c1C,COc1nc(C(C)(C)C)nc(OC(=O)C(CCC(C)=O)NC=N)c1C,random,51.0,2.2818482460254073,True
1780,PolyInfo,*=NP(=NP(=NC(=*)Oc1ccc(C(C)(C)C)cc1)(Oc1ccc(C(C)(C)C)cc1)Oc1ccc(C(C)(C)C)cc1)(Oc1ccc(C(C)(C)C)cc1)Oc1ccc(C(C)(C)C)cc1,C=NP(=NP(=NC(=C)Oc1ccc(C(C)(C)C)cc1)(Oc1ccc(C(C)(C)C)cc1)Oc1ccc(C(C)(C)C)cc1)(Oc1ccc(C(C)(C)C)cc1)Oc1ccc(C(C)(C)C)cc1,dopt,132.0,29.462314394736644,False
1781,OMG,*OC(C)CN(Cc1ccccc1)CC(C)OC(=O)C1CC(C)C(C)CC1C(*)=O,COC(C)CN(Cc1ccccc1)CC(C)OC(=O)C1CC(C)C(C)CC1C(C)=O,coverage,69.0,5.145493557044269,False
1782,PolyInfo,*Cc1cc2cc(C(=O)Nc3ccc(NC(=O)c4cc5cc(*)c(OC(=O)COc6ccc7ccc(=O)oc7c6)cc5oc4=O)cc3)c(=O)oc2cc1OC(=O)COc1ccc2ccc(=O)oc2c1,CCc1cc2cc(C(=O)Nc3ccc(NC(=O)c4cc5cc(C)c(OC(=O)COc6ccc7ccc(=O)oc7c6)cc5oc4=O)cc3)c(=O)oc2cc1OC(=O)COc1ccc2ccc(=O)oc2c1,dopt,103.0,15.11663472847618,False
1783,PI1M,C/C=C/CCCCCCCCCCCCCCCCCC(=O)NC,C/C=C/CCCCCCCCCCCCCCCCCC(=O)NC,coverage,67.0,4.754055023099274,False
1784,PI1M,CNc1cc(S#N)cc(C(C)=O)c1C,CNc1cc(S#N)cc(C(C)=O)c1C,feature,26.0,0.372564345698904,False
1785,OMG,*OC(C)(C)C(C)(C)OC(=O)C(CS)NCCNC(CS)C(*)=O,COC(C)(C)C(C)(C)OC(=O)C(CS)NCCNC(CS)C(C)=O,coverage,56.0,2.934599081644776,False
1786,PI1M,CCC(C)(C)C(=O)OCCOC(C)=O,CCC(C)(C)C(=O)OCCOC(C)=O,coverage,32.0,0.6512930237899227,False
1787,PI1M,CCC(C)P(=O)(OC)OC,CCC(C)P(=O)(OC)OC,coverage,25.0,0.33525989756051233,False
1788,PI1M,CN=P(C)(N[SH](F)(F)F)Oc1ccc(F)c(Cl)c1,CN=P(C)(N[SH](F)(F)F)Oc1ccc(F)c(Cl)c1,feature,29.0,0.49977393112088747,False
1789,omics,*CC(*)c1ccc(C(C)C)c(C(F)(F)F)c1,CCC(C)c1ccc(C(C)C)c(C(F)(F)F)c1,coverage,36.0,0.8940806826961882,False
1790,OMG,*OCCC(=O)CCOC(=O)C1CS(=O)(=O)CC1C(*)=O,COCCC(=O)CCOC(=O)C1CS(=O)(=O)CC1C(C)=O,coverage,41.0,1.2685615949723126,False
1791,PI1M,CCCCCCCCCCCCCCCCC(=O)OCCCCOc1ccc(C(=O)OCCCCCCCCCCCCOc2ccc(C)cc2)cc1,CCCCCCCCCCCCCCCCC(=O)OCCCCOc1ccc(C(=O)OCCCCCCCCCCCCOc2ccc(C)cc2)cc1,coverage,129.0,27.695506075938923,False
1792,PI1M,CNc1cc(NC(=O)NCCCCC(C)=O)ccc1C,CNc1cc(NC(=O)NCCCCC(C)=O)ccc1C,coverage,43.0,1.4419597242422257,False
1793,OMG,*Oc1ccccc1C(=O)OCCOC(=O)C(C)(C)OC(C)(C)C(*)=O,COc1ccccc1C(=O)OCCOC(=O)C(C)(C)OC(C)(C)C(C)=O,coverage,52.0,2.404207673904035,False
1794,PI1M,COC(C)[PH](C)=S,COC(C)[PH](C)=S,feature,18.0,0.1385498383381463,False
1795,omics,*Oc1ccc(C(C)(C)c2ccc(CNC(=O)OCc3ccc(*)o3)cc2)cc1Cl,COc1ccc(C(C)(C)c2ccc(CNC(=O)OCc3ccc(C)o3)cc2)cc1Cl,random,56.0,2.934599081644776,True
1796,OMG,*Nc1nc(S)nc(S)c1NC(=O)c1c(Cl)c(Cl)c(C(*)=O)c(Cl)c1Cl,CNc1nc(S)nc(S)c1NC(=O)c1c(Cl)c(Cl)c(C(C)=O)c(Cl)c1Cl,dopt,36.0,0.8940806826961882,False
1797,OMG,*OCC(COC(=O)CCC(N)CCC(*)=O)C(C)(C)C,COCC(COC(=O)CCC(N)CCC(C)=O)C(C)(C)C,coverage,52.0,2.404207673904035,False
1798,OMG,*Oc1cc(Br)c(OC(=O)C2(C(*)=O)CC3CC(C3)C2)cc1C(=O)CBr,COc1cc(Br)c(OC(=O)C2(C(C)=O)CC3CC(C3)C2)cc1C(=O)CBr,random,46.0,1.7287872538090088,True
1799,omics,*/C=C/c1cc(OCCCCCCC)c(*)s1,C/C=C/c1cc(OCCCCCCC)c(C)s1,coverage,41.0,1.2685615949723126,False
1800,PI1M,Cc1ccc2c(c1)C(=O)N(c1cccc(P(=O)(c3ccccc3)P(=O)(c3ccccc3)c3cccc(N4C(=O)c5ccc(C(C)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c1C)C2=O,Cc1ccc2c(c1)C(=O)N(c1cccc(P(=O)(c3ccccc3)P(=O)(c3ccccc3)c3cccc(N4C(=O)c5ccc(C(C)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c1C)C2=O,dopt,94.0,11.820528946214294,False
1801,PI1M,CN=P(C)(Br)OCCc1cncc([N+](=O)[O-])c1,CN=P(C)(Br)OCCc1cncc([N+](=O)[O-])c1,feature,30.0,0.5474937425136082,False
1802,PI1M,CC#Cc1ccc(C)c(C)c1,CC#Cc1ccc(C)c(C)c1,coverage,23.0,0.2678988587629254,False
1803,PI1M,CCCCCCCCCCCNC(=O)CCCCC(=O)NCCc1ccc(OC)cc1,CCCCCCCCCCCNC(=O)CCCCC(=O)NCCc1ccc(OC)cc1,coverage,75.0,6.439287015998562,False
1804,OMG,*Oc1ccc(C=NNC(=O)C(=O)NN=Cc2ccc(OC(=O)C(C)(Cc3cccc(C)c3)C(*)=O)cc2)cc1,COc1ccc(C=NNC(=O)C(=O)NN=Cc2ccc(OC(=O)C(C)(Cc3cccc(C)c3)C(C)=O)cc2)cc1,random,70.0,5.348558032191515,True
1805,PI1M,Cc1ccc2cc(C)cccc3n(c(=O)c2c1)N3C,Cc1cccc2n(c(=O)c3cc(C)ccc3c1)N2C,feature,35.0,0.828831072009792,False
1806,OMG,*OC(C(=O)CC(=O)ON1C(=O)CCC1=O)C(OC(=O)C1CC(C)C(C)CC1C(*)=O)C(=O)CC(=O)ON1C(=O)CCC1=O,COC(C(=O)CC(=O)ON1C(=O)CCC1=O)C(OC(=O)C1CC(C)C(C)CC1C(C)=O)C(=O)CC(=O)ON1C(=O)CCC1=O,dopt,78.0,7.155788006079488,False
1807,OMG,*NC(CNC(=O)C(=O)NC(C)C(*)=O)C(=O)OC(C)(C)C,CNC(CNC(=O)C(=O)NC(C)C(C)=O)C(=O)OC(C)(C)C,random,47.0,1.8317500939966918,True
1808,omics,*CCC1CC(*)C2C3CC(CC)C(C3)CC12,CCCC1CC(C)C2C3CC(CC)C(C3)CC12,coverage,47.0,1.8317500939966918,False
1809,OMG,*NC(=N)NN=C1CCC(=NNC(=N)NC(=O)c2nc(C)c(C)nc2C(*)=O)CC1,CNC(=N)NN=C1CCC(=NNC(=N)NC(=O)c2nc(C)c(C)nc2C(C)=O)CC1,dopt,56.0,2.934599081644776,False
1810,PI1M,COC(=O)C(C(C)=O)c1ccccc1,COC(=O)C(C(C)=O)c1ccccc1,coverage,26.0,0.372564345698904,False
1811,OMG,*OC(OC(=O)c1sc(Br)cc1C(*)=O)C(Cl)Cl,COC(OC(=O)c1sc(Br)cc1C(C)=O)C(Cl)Cl,random,27.0,0.41237422298650106,True
1812,PI1M,COc1cc(C)c(Br)cc1Br,COc1cc(C)c(Br)cc1Br,coverage,19.0,0.16023971771432066,False
1813,PI1M,CO[Si](C)(C)CCCCCCOc1ccc(-c2ccc(OCCCCC)cc2)cc1,CCCCCOc1ccc(-c2ccc(OCCCCCC[Si](C)(C)OC)cc2)cc1,coverage,70.0,5.348558032191515,False
1814,OMG,*Oc1cc(CC)cc(OC(=O)CCN(CCCC(*)=O)S(=O)(=O)c2ccc(C)cc2)c1C(=O)OCC,CCOC(=O)c1c(OC)cc(CC)cc1OC(=O)CCN(CCCC(C)=O)S(=O)(=O)c1ccc(C)cc1,random,72.0,5.769622518212583,True
1815,PI1M,CNC(=O)c1cccc(C(=O)NCCCCCCNC(=O)/C(C)=N/C#N)c1,CNC(=O)c1cccc(C(=O)NCCCCCCNC(=O)/C(C)=N/C#N)c1,random,52.0,2.404207673904035,True
1816,PI1M,C/C=C/C(C)CNC(=O)OC,C/C=C/C(C)CNC(=O)OC,coverage,26.0,0.372564345698904,False
1817,OMG,*NC12CC(C34CC(NC(=O)c5c6ccccc6c(C(*)=O)c6ccccc56)(C3)C4)(C1)C2,CNC12CC(C34CC(NC(=O)c5c6ccccc6c(C(C)=O)c6ccccc56)(C3)C4)(C1)C2,dopt,60.0,3.533050524994261,False
1818,PolyInfo,*CC(*)C(=O)NC(C)(C)C,CCC(C)C(=O)NC(C)(C)C,coverage,30.0,0.5474937425136082,False
1819,PI1M,Cc1ccc(S(=O)(=O)c2ccc(-n3nccc3-c3ccc(-n4c(=O)c5cc6c(=O)n(C)c(=O)c6cc5c4=O)cc3)cc2)cc1,Cc1ccc(S(=O)(=O)c2ccc(-n3nccc3-c3ccc(-n4c(=O)c5cc6c(=O)n(C)c(=O)c6cc5c4=O)cc3)cc2)cc1,dopt,66.0,4.5655822516472835,False
1820,PI1M,CCC(COC(=O)NCCOCCOC(=O)OC)c1cc([N+](=O)[O-])ccc1[N+](=O)[O-],CCC(COC(=O)NCCOCCOC(=O)OC)c1cc([N+](=O)[O-])ccc1[N+](=O)[O-],dopt,53.0,2.5306091492877196,False
1821,omics,*COC(C=C1)=CC=C1O*,CCOc1ccc(OC)cc1,coverage,23.0,0.2678988587629254,False
1822,PI1M,CC(=O)N1CC(=O)N1C,CC(=O)N1CC(=O)N1C,feature,17.0,0.11880386870633687,False
1823,PI1M,COc1ccc(-c2ccc(S(C)(=O)=O)cc2)cn1,COc1ccc(-c2ccc(S(C)(=O)=O)cc2)cn1,random,31.0,0.597979011686388,True
1824,PI1M,C/C=C/c1ccc(/C=N/[Si](C)(C)c2ccc(C)cc2)cc1CCCCCCCC,C/C=C/c1ccc(/C=N/[Si](C)(C)c2ccc(C)cc2)cc1CCCCCCCC,random,68.0,4.947342301951497,True
1825,OMG,*Oc1cnc(C(=O)OCC)cc1OC(=O)C(C(*)=O)C1CCOC1,CCOC(=O)c1cc(OC(=O)C(C(C)=O)C2CCOC2)c(OC)cn1,random,46.0,1.7287872538090088,True
1826,PI1M,CCC(C)NC(=O)c1ccc(OCC)cc1,CCOc1ccc(C(=O)NC(C)CC)cc1,coverage,35.0,0.828831072009792,False
1827,PI1M,CNNC(=O)CCCCCC(=O)NNC(=O)CCCCCCCCCCCCC(C)=O,CNNC(=O)CCCCCC(=O)NNC(=O)CCCCCCCCCCCCC(C)=O,coverage,75.0,6.439287015998562,False
1828,omics,*C(=O)NCCCCCCCCNC(=O)NCCCCCCNC(*)=O,CC(=O)NCCCCCCCCNC(=O)NCCCCCCNC(C)=O,coverage,64.0,4.202881203832011,False
1829,PI1M,CCCCN(C)C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCN(C)C(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,coverage,51.0,2.2818482460254073,False
1830,PI1M,CN=P(C)(Cl)N=[SH](F)(F)F,CN=P(C)(Cl)N=[SH](F)(F)F,feature,17.0,0.11880386870633687,False
1831,PI1M,CC1=CC=c2c(Cl)cc(N3C(=O)c4ccc(C(C)(C(F)(F)F)C(F)(F)F)cc4C3=O)ccc3ccc2=CC=CC=C13,CC1=CC=c2c(Cl)cc(N3C(=O)c4ccc(C(C)(C(F)(F)F)C(F)(F)F)cc4C3=O)ccc3ccc2=CC=CC=C13,dopt,61.0,3.6936882750981668,False
1832,OMG,*OC1=NC(=NO)C(=NO)N=C1OC(=O)C1C2CCC(O2)C1C(*)=O,COC1=NC(=NO)C(=NO)N=C1OC(=O)C1C2CCC(O2)C1C(C)=O,dopt,41.0,1.2685615949723126,False
1833,OMG,*Oc1ccc(OC(=O)c2ncc(C(*)=O)cn2)c(F)c1F,COc1ccc(OC(=O)c2ncc(C(C)=O)cn2)c(F)c1F,coverage,32.0,0.6512930237899227,False
1834,PI1M,C/C=C(/C)c1cc(OC)ccc1OCCCCCCCC,C/C=C(/C)c1cc(OC)ccc1OCCCCCCCC,coverage,51.0,2.2818482460254073,False
1835,PI1M,CN=P(C)(OCCOc1ccccc1)c1ccccc1,CN=P(C)(OCCOc1ccccc1)c1ccccc1,coverage,40.0,1.187037287474881,False
1836,PolyInfo,*ON(C(F)(F)F)C(F)(Br)C(*)(F)F,CON(C(F)(F)F)C(F)(Br)C(C)(F)F,random,20.0,0.1839474081746623,True
1837,PI1M,COc1ccc(/N=C/c2ccc(Oc3ccc(/C=N/c4ccc(Oc5ccc(/C=N/c6ccc(Oc7ccc(/C=N/c8ccc(C)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,COc1ccc(/N=C/c2ccc(Oc3ccc(/C=N/c4ccc(Oc5ccc(/C=N/c6ccc(Oc7ccc(/C=N/c8ccc(C)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,dopt,104.0,15.514674460906292,False
1838,PI1M,CCC(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCC(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,coverage,29.0,0.49977393112088747,False
1839,omics,*CCC(*)C(C)CCC,CCCC(C)C(C)CCC,coverage,32.0,0.6512930237899227,False
1840,PI1M,Cc1ccc2c(c1)C(=O)N(C)[PH]2=O,Cc1ccc2c(c1)C(=O)N(C)[PH]2=O,feature,23.0,0.2678988587629254,False
1841,PI1M,CCC(C)C(C)C#SO,CCC(C)C(C)C#SO,feature,23.0,0.2678988587629254,False
1842,OMG,*Nc1ccc(Cc2ccc(NC(=O)c3ccc(NCCNc4ccc(C(*)=O)cc4)cc3)c(C)c2)cc1C,CNc1ccc(Cc2ccc(NC(=O)c3ccc(NCCNc4ccc(C(C)=O)cc4)cc3)c(C)c2)cc1C,coverage,75.0,6.439287015998562,False
1843,PI1M,C[Si](C)(C)CCCC(F)(F)F,C[Si](C)(C)CCCC(F)(F)F,coverage,26.0,0.372564345698904,False
1844,OMG,*OCC(OC(=O)c1cc(C(*)=O)ccc1S)C1CCCN1C(=O)OC(C)(C)C,COCC(OC(=O)c1cc(C(C)=O)ccc1S)C1CCCN1C(=O)OC(C)(C)C,coverage,58.0,3.2251081841016833,False
1845,PI1M,CCC(C)OC(=O)c1cccc(C(=O)OC)c1,CCC(C)OC(=O)c1cccc(C(=O)OC)c1,coverage,33.0,0.707498434008989,False
1846,OMG,*NS(=O)(=O)c1ccc(C)c(S(=O)(=O)NC(=O)c2cc(NS(=O)(=O)c3ccc(NC(C)=O)cc3)cc(C(*)=O)c2)c1,CNS(=O)(=O)c1ccc(C)c(S(=O)(=O)NC(=O)c2cc(NS(=O)(=O)c3ccc(NC(C)=O)cc3)cc(C(C)=O)c2)c1,dopt,67.0,4.754055023099274,False
1847,OMG,*Oc1cccc(-c2cccc(OC(=O)C(CC(*)=O)OC)c2)c1,COc1cccc(-c2cccc(OC(=O)C(CC(C)=O)OC)c2)c1,coverage,44.0,1.5339481655863532,False
1848,PolyInfo,*CC(*)(C)C(=O)NCC,CCNC(=O)C(C)(C)CC,coverage,27.0,0.41237422298650106,False
1849,PI1M,CC(=P)N(C)C=C,C=CN(C)C(C)=P,feature,17.0,0.11880386870633687,False
1850,PI1M,C/N=C(/C)c1ccc(Oc2ccccc2)cc1,C/N=C(/C)c1ccc(Oc2ccccc2)cc1,coverage,32.0,0.6512930237899227,False
1851,PI1M,CC#Cc1cccc(C#[SH])c1C,CC#Cc1cccc(C#[SH])c1C,feature,22.0,0.23770591902308572,False
1852,PI1M,CSc1ccc(-c2ccc(C(=O)NCCCNCC(C)=O)cc2)cc1,CSc1ccc(-c2ccc(C(=O)NCCCNCC(C)=O)cc2)cc1,random,49.0,2.04904001620089,True
1853,PI1M,CCCCCCCCCCCCCCOC(=O)C(=O)OC,CCCCCCCCCCCCCCOC(=O)C(=O)OC,coverage,53.0,2.5306091492877196,False
1854,OMG,*Oc1c(Br)cc(OC(=O)CSCCC(*)=O)cc1C(=O)OCC,CCOC(=O)c1cc(OC(=O)CSCCC(C)=O)cc(Br)c1OC,random,43.0,1.4419597242422257,True
1855,PI1M,CCN1C=CN(C)C(=O)C/C=C/C1=O,CCN1C=CN(C)C(=O)C/C=C/C1=O,feature,28.0,0.4547556347186134,False
1856,OMG,*Nc1ccc(Cc2ccc(NC(=O)CCN(C)CCC(*)=O)cc2)cc1,CNc1ccc(Cc2ccc(NC(=O)CCN(C)CCC(C)=O)cc2)cc1,coverage,56.0,2.934599081644776,False
1857,OMG,*Nc1nsc(NC(=O)c2csc(C(*)=O)c2)n1,CNc1nsc(NC(=O)c2csc(C(C)=O)c2)n1,feature,28.0,0.4547556347186134,False
1858,PI1M,COc1cccc(C(=O)OCCCCCCCCCOc2cccc(C(C)=O)c2)c1,COc1cccc(C(=O)OCCCCCCCCCOc2cccc(C(C)=O)c2)c1,coverage,62.0,3.858838735716932,False
1859,OMG,*Nc1cccc(NC(=O)C(C)(Cl)CSSCC(C)(Cl)C(*)=O)c1Cl,CNc1cccc(NC(=O)C(C)(Cl)CSSCC(C)(Cl)C(C)=O)c1Cl,coverage,46.0,1.7287872538090088,False
1860,PI1M,CCC(C)OO,CCC(C)OO,feature,16.0,0.1009266220636141,False
1861,PI1M,CNNC(=S)N[PH](C)(C)CCN(C)CCCCCC,CCCCCCN(C)CC[PH](C)(C)NC(=S)NNC,random,52.0,2.404207673904035,True
1862,OMG,*Oc1cc(COC(=O)CCN(CCCC(*)=O)S(=O)(=O)c2ccc(C)cc2)cc(C(F)(F)F)c1,COc1cc(COC(=O)CCN(CCCC(C)=O)S(=O)(=O)c2ccc(C)cc2)cc(C(F)(F)F)c1,random,63.0,4.0285528241783775,True
1863,PI1M,CCC(CCC)(CCCCCCCC)C(=O)OC,CCCCCCCCC(CC)(CCC)C(=O)OC,coverage,50.0,2.1634770685187323,False
1864,OMG,*OCCCCCCCCCCCCCCCCCCCOC(=O)C(C)(C(*)=O)C(C)C,COCCCCCCCCCCCCCCCCCCCOC(=O)C(C)(C(C)=O)C(C)C,coverage,86.0,9.30515942952161,False
1865,PI1M,C[Si](C)(NC)[Si](C)(C)CCCCCCCCCI,CN[Si](C)(C)[Si](C)(C)CCCCCCCCCI,dopt,52.0,2.404207673904035,False
1866,OMG,*OC(COC(=O)C(CCC(*)=O)NC(=O)c1ccccc1)COc1ccccc1,COC(COC(=O)C(CCC(C)=O)NC(=O)c1ccccc1)COc1ccccc1,random,57.0,3.0777004384750812,True
1867,OMG,*Oc1cc(OC(=O)COCCOCCOCCOCCOCCOCC(*)=O)cc(C(N)C(=O)OC)c1,COC(=O)C(N)c1cc(OC)cc(OC(=O)COCCOCCOCCOCCOCCOCC(C)=O)c1,random,77.0,6.911670651446108,True
1868,PI1M,CCCCC(C)CCCC,CCCCC(C)CCCC,coverage,32.0,0.6512930237899227,False
1869,PI1M,COP(=O)(OCCN(Cl)CC(C)=O)OCC(O)(CCl)C(F)(F)F,COP(=O)(OCCN(Cl)CC(C)=O)OCC(O)(CCl)C(F)(F)F,dopt,40.0,1.187037287474881,False
1870,PI1M,Cc1ccc(-c2cc(OCC)c(C)cc2OCC)cc1OC,CCOc1cc(-c2ccc(C)c(OC)c2)c(OCC)cc1C,coverage,46.0,1.7287872538090088,False
1871,PI1M,C/N=N/c1ccc2c(c1)-c1ccc(C)cc1-2,C/N=N/c1ccc2c(c1)-c1ccc(C)cc1-2,feature,28.0,0.4547556347186134,False
1872,OMG,*OCC(C)(C)NC(C)(C)COC(=O)C(OC(=O)c1ccc(C)cc1)C(OC(=O)c1ccc(C)cc1)C(*)=O,COCC(C)(C)NC(C)(C)COC(=O)C(OC(=O)c1ccc(C)cc1)C(OC(=O)c1ccc(C)cc1)C(C)=O,random,78.0,7.155788006079488,True
1873,PI1M,CCC1CC(C)C(Cl)[Si]1[N+](=O)[O-],CCC1CC(C)C(Cl)[Si]1[N+](=O)[O-],feature,25.0,0.33525989756051233,False
1874,OMG,*Oc1ccc(Cl)cc1C(OC(=O)C1C2CC(C(Br)C2Br)C1C(*)=O)C(=O)OC,COC(=O)C(OC(=O)C1C2CC(C(Br)C2Br)C1C(C)=O)c1cc(Cl)ccc1OC,random,50.0,2.1634770685187323,True
1875,PI1M,COc1ccc(-c2ccc(OC(C)=O)c(C)c2)cc1-c1ccccc1,COc1ccc(-c2ccc(OC(C)=O)c(C)c2)cc1-c1ccccc1,coverage,45.0,1.629538578803666,False
1876,OMG,*OC(CCCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)CC(OC(=O)CSc1cc(C(F)(F)F)cc(SCC(*)=O)n1)C(Cl)CCCO[Si](C)(C)C(C)(C)C,COC(CCCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)CC(OC(=O)CSc1cc(C(F)(F)F)cc(SCC(C)=O)n1)C(Cl)CCCO[Si](C)(C)C(C)(C)C,coverage,122.0,23.83586566594661,False
1877,PI1M,CCC(CCCCCCC(=O)ONC(=O)CCCCC(=O)OC)c1ccccc1,CCC(CCCCCCC(=O)ONC(=O)CCCCC(=O)OC)c1ccccc1,random,64.0,4.202881203832011,True
1878,PI1M,CCC(C)(CC(C)=O)C(C)C,CCC(C)(CC(C)=O)C(C)C,coverage,31.0,0.597979011686388,False
1879,OMG,*Oc1ccc(CCc2ccc(OC(=O)C3(C(*)=O)CC4(CCOCC4)C3)cc2)cc1,COc1ccc(CCc2ccc(OC(=O)C3(C(C)=O)CC4(CCOCC4)C3)cc2)cc1,coverage,61.0,3.6936882750981668,False
1880,PI1M,C[Si](C)(Cl)c1ccc(Cl)cc1,C[Si](C)(Cl)c1ccc(Cl)cc1,feature,21.0,0.2097456137295212,False
1881,PI1M,CCC(COC(=O)NCCCCCCNC(=O)OC)c1ccc(S(=O)(=O)Br)cc1,CCC(COC(=O)NCCCCCCNC(=O)OC)c1ccc(S(=O)(=O)Br)cc1,feature,58.0,3.2251081841016833,False
1882,omics,*CC(CC(C)(C)C(F)(F)F)O*,CCC(CC(C)(C)C(F)(F)F)OC,random,30.0,0.5474937425136082,True
1883,PI1M,CCCCCCCCCCCCCCCCCCCCCP(CCCCCCCC)C(CCC)NC(=O)CCCCCCCCC(=O)NC,CCCCCCCCCCCCCCCCCCCCCP(CCCCCCCC)C(CCC)NC(=O)CCCCCCCCC(=O)NC,dopt,138.0,33.20455979936244,False
1884,PI1M,CCC(C)c1ccc([N+](=O)[O-])cc1N,CCC(C)c1ccc([N+](=O)[O-])cc1N,coverage,28.0,0.4547556347186134,False
1885,OMG,*OC(C)(C)C(C)OC(=O)c1cc(C(*)=O)cc(C)n1,COC(C)(C)C(C)OC(=O)c1cc(C(C)=O)cc(C)n1,coverage,41.0,1.2685615949723126,False
1886,OMG,*Oc1cc(N)c(OC(=O)C2CC(C(*)=O)CN(C(=O)OCc3ccccc3)C2)cc1C#N,COc1cc(N)c(OC(=O)C2CC(C(C)=O)CN(C(=O)OCc3ccccc3)C2)cc1C#N,random,58.0,3.2251081841016833,True
1887,omics,*OC(=O)NCCCCCCNC(=O)COc1ccc(OCC(=O)OC(=O)c2ccncc2*)cc1,COC(=O)NCCCCCCNC(=O)COc1ccc(OCC(=O)OC(=O)c2ccncc2C)cc1,coverage,67.0,4.754055023099274,False
1888,PI1M,CO[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OC,CO[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)OC,coverage,99.0,13.588817252236698,False
